Dataset Name,Friendly Name,Category,Data Type,API Path,Field Path,Field Type,Example,Unit,Description,Notes
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.breakdown[].proppant_2_concentration,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.breakdown[].inverse_hydrostatic_pressure,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.breakdown[].total_proppant_concentration,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.breakdown[].bottomhole_proppant_concentration,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.flush_volume,float,367.49,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_breakdown,int,9180,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals,object,,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.gel,float,3.42,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.acid,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.biocide,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.divertor,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.emulsifier,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.fluid_loss,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.powder_gel,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.surfactant,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.accelerator,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.anti_sludge,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.cross_linker,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.iron_control,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.ploymer_plug,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.acid_retarder,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.acid_inhibitor,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.enzyme_breaker,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.liquid_breaker,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.mutual_solvent,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.non_emulsifier,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.powder_breaker,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.clay_stabilizer,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.fines_suspender,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.scale_inhibitor,float,0.01,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.friction_reducer,float,0.63,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.oxygen_scavenger,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.paraffin_control,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.ph_adjusting_agent,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.corrosion_inhibitor,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.delayed_crosslinker,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.instant_crosslinker,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.powder_enzyme_breaker,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_chemicals.powder_friction_reducer,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.max_flow_rate,float,90.75,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.delta_pressure,null,,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_pumping_rate,float,89.9,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.pumping_duration,int,4680,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.fracture_gradient,float,0.6824,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.total_clean_volume,int,6119,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.total_proppant_mass,int,349337,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.total_slurry_volume,int,6495,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals,object,,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.gel,float,879.58,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.acid,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.biocide,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.divertor,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.emulsifier,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.fluid_loss,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.powder_gel,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.surfactant,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.accelerator,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.anti_sludge,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.cross_linker,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.iron_control,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.ploymer_plug,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.acid_retarder,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.acid_inhibitor,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.enzyme_breaker,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.liquid_breaker,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.mutual_solvent,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.non_emulsifier,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.powder_breaker,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.clay_stabilizer,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.fines_suspender,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.scale_inhibitor,float,3.26,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.friction_reducer,float,161.48,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.oxygen_scavenger,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.paraffin_control,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.ph_adjusting_agent,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.corrosion_inhibitor,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.delayed_crosslinker,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.instant_crosslinker,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.powder_enzyme_breaker,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.cumulative_chemicals.powder_friction_reducer,int,0,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.duration_to_max_rate,int,589,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_treating_pressure,int,6976,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.hydraulic_horse_power,int,15363,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.max_treating_pressure,int,9074,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.ave_proppant_concentration,float,1.359,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.main_pumping_start_timestamp,int,1536944682,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.fracturing_operation_interval,object,,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.fracturing_operation_interval.end_timestamp,int,1536949365,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.fracturing_operation_interval.start_timestamp,int,1536944682,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.proppant_injection_start_timestamp,int,1536945453,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.fracturing_operation_interval_pressure,object,,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.fracturing_operation_interval_pressure.end_timestamp,int,1536949417,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,data.fracturing_operation_interval_pressure.start_timestamp,int,1536944678,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,version,int,1,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,asset_id,int,15236,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,provider,str,corva,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,timestamp,int,1536945667,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,collection,str,completion.predictions,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,company_id,int,5,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,created_at,int,1536945667,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,updated_at,int,1536959208,,,
corva#completion.predictions,completion.predictions,Completions / Frac,time,/api/v1/data/corva/completion.predictions/,stage_number,int,2,,,
corva#completion.stage-times,completion.stage-times,Completions / Frac,time,/api/v1/data/corva/completion.stage-times/,_id,str,5ee7ca7d01e557092b980b76,,,
corva#completion.stage-times,completion.stage-times,Completions / Frac,time,/api/v1/data/corva/completion.stage-times/,data,object,,,,
corva#completion.stage-times,completion.stage-times,Completions / Frac,time,/api/v1/data/corva/completion.stage-times/,data.stage_end,null,,,,
corva#completion.stage-times,completion.stage-times,Completions / Frac,time,/api/v1/data/corva/completion.stage-times/,data.stage_start,int,1537045649,,,
corva#completion.stage-times,completion.stage-times,Completions / Frac,time,/api/v1/data/corva/completion.stage-times/,data.stage_duration,null,,,,
corva#completion.stage-times,completion.stage-times,Completions / Frac,time,/api/v1/data/corva/completion.stage-times/,version,int,1,,,
corva#completion.stage-times,completion.stage-times,Completions / Frac,time,/api/v1/data/corva/completion.stage-times/,asset_id,int,15236,,,
corva#completion.stage-times,completion.stage-times,Completions / Frac,time,/api/v1/data/corva/completion.stage-times/,provider,str,corva,,,
corva#completion.stage-times,completion.stage-times,Completions / Frac,time,/api/v1/data/corva/completion.stage-times/,timestamp,int,1537045649,,,
corva#completion.stage-times,completion.stage-times,Completions / Frac,time,/api/v1/data/corva/completion.stage-times/,collection,str,completion.stage-times,,,
corva#completion.stage-times,completion.stage-times,Completions / Frac,time,/api/v1/data/corva/completion.stage-times/,company_id,int,5,,,
corva#completion.stage-times,completion.stage-times,Completions / Frac,time,/api/v1/data/corva/completion.stage-times/,stage_number,int,7,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units,object,,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.gel,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.acid,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.biocide,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.divertor,str,lb/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.emulsifier,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.fluid_loss,str,lb/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.powder_gel,str,lb/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.surfactant,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.accelerator,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.anti_sludge,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.cross_linker,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.iron_control,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.ploymer_plug,str,lb/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.acid_retarder,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.acid_inhibitor,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.enzyme_breaker,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.liquid_breaker,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.mutual_solvent,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.non_emulsifier,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.powder_breaker,str,lb/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.slurry_density,str,lb/gal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.total_pump_spm,str,bbl/min,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.clay_stabilizer,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.fines_suspender,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.proppant_1_mass,str,lb,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.proppant_2_mass,str,lb,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.scale_inhibitor,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.friction_reducer,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.oxygen_scavenger,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.paraffin_control,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.backside_pressure,str,psi,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.pumpside_pressure,str,psi,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.wellhead_pressure,str,psi,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.clean_flow_rate_in,str,bbl/min,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.ph_adjusting_agent,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.corrosion_inhibitor,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.delayed_crosslinker,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.instant_crosslinker,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.slurry_flow_rate_in,str,bbl/min,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.powder_enzyme_breaker,str,lb/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.total_clean_volume_in,str,bbl,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.friction_reducer_extra,str,gal/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.total_slurry_volume_in,str,bbl,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.powder_friction_reducer,str,lb/Mgal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.proppant_1_concentration,str,lb/gal,,,
corva#completion.wits,completion.wits,WITS (Other Phases),time,/api/v1/data/corva/completion.wits/,default_units.proppant_2_concentration,str,lb/gal,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,_id,str,5e1d5c807eac484db30d3ec9,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,app,str,corva.completion-column-mapper,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data,object,,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.gel,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.uwi,int,40719,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.time,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.date_time,null,,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.well name,str,EPLEY-SALE 39C 3H,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.chem van 8,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.chem van 9,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.fluid type,str,HVFR-Low,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.prop total,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.tn density,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.chem van 10,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.tn prop con,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.well api no,str,42-317-40719,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.blender 1 si,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.stage number,int,1,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.blender 2 bio,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.proppant conc,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.proppant type,str,100 mesh,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.tn prop total,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.analog input 4,float,-50.25,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.analaog input 5,float,-55.24,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.analaog input 6,float,-3869.14,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.analaog input 7,float,-3862.69,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.analaog input 8,float,-3863.18,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.chem van 2 hvfr,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.proppant_1_mass,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.scale_inhibitor,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.chem van 6 accel,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.friction_reducer,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.surf press [ann],float,-8.05,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.surf press [csg],float,-3849.84,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.blender dry add 1,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.blender dry add 2,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.chem van 3 xl 201,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.chem van 4 xl 201,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.chem van 5 buffer,int,0,,,
corva#completion.wits.raw,completion.wits.raw,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.raw/,data.chem van 7 buffer,int,0,,,
