Dataset Name,Friendly Name,Data Type,Field Path,Field Type,Example Value
corva#completion.wits,completion.wits,time,default_units.proppant_2_mass,str,'lb'
corva#completion.wits,completion.wits,time,default_units.scale_inhibitor,str,'gal/Mgal'
corva#completion.wits,completion.wits,time,default_units.friction_reducer,str,'gal/Mgal'
corva#completion.wits,completion.wits,time,default_units.oxygen_scavenger,str,'gal/Mgal'
corva#completion.wits,completion.wits,time,default_units.paraffin_control,str,'gal/Mgal'
corva#completion.wits,completion.wits,time,default_units.backside_pressure,str,'psi'
corva#completion.wits,completion.wits,time,default_units.pumpside_pressure,str,'psi'
corva#completion.wits,completion.wits,time,default_units.wellhead_pressure,str,'psi'
corva#completion.wits,completion.wits,time,default_units.clean_flow_rate_in,str,'bbl/min'
corva#completion.wits,completion.wits,time,default_units.ph_adjusting_agent,str,'gal/Mgal'
corva#completion.wits,completion.wits,time,default_units.corrosion_inhibitor,str,'gal/Mgal'
corva#completion.wits,completion.wits,time,default_units.delayed_crosslinker,str,'gal/Mgal'
corva#completion.wits,completion.wits,time,default_units.instant_crosslinker,str,'gal/Mgal'
corva#completion.wits,completion.wits,time,default_units.slurry_flow_rate_in,str,'bbl/min'
corva#completion.wits,completion.wits,time,default_units.powder_enzyme_breaker,str,'lb/Mgal'
corva#completion.wits,completion.wits,time,default_units.total_clean_volume_in,str,'bbl'
corva#completion.wits,completion.wits,time,default_units.friction_reducer_extra,str,'gal/Mgal'
corva#completion.wits,completion.wits,time,default_units.total_slurry_volume_in,str,'bbl'
corva#completion.wits,completion.wits,time,default_units.powder_friction_reducer,str,'lb/Mgal'
corva#completion.wits,completion.wits,time,default_units.proppant_1_concentration,str,'lb/gal'
corva#completion.wits,completion.wits,time,default_units.proppant_2_concentration,str,'lb/gal'
corva#completion.wits.raw,completion.wits.raw,time,_id,str,'5e1d5c807eac484db30d3ec9'
corva#completion.wits.raw,completion.wits.raw,time,app,str,'corva.completion-column-mapper'
corva#completion.wits.raw,completion.wits.raw,time,data,dict,object
corva#completion.wits.raw,completion.wits.raw,time,data.gel,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.uwi,int,40719
corva#completion.wits.raw,completion.wits.raw,time,data.time,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.date_time,null,null
corva#completion.wits.raw,completion.wits.raw,time,data.well name,str,'EPLEY-SALE 39C 3H'
corva#completion.wits.raw,completion.wits.raw,time,data.chem van 8,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.chem van 9,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.fluid type,str,'HVFR-Low'
corva#completion.wits.raw,completion.wits.raw,time,data.prop total,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.tn density,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.chem van 10,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.tn prop con,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.well api no,str,'42-317-40719'
corva#completion.wits.raw,completion.wits.raw,time,data.blender 1 si,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.stage number,int,1
corva#completion.wits.raw,completion.wits.raw,time,data.blender 2 bio,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.proppant conc,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.proppant type,str,'100 mesh'
corva#completion.wits.raw,completion.wits.raw,time,data.tn prop total,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.analog input 4,float,-50.25
corva#completion.wits.raw,completion.wits.raw,time,data.analaog input 5,float,-55.24
corva#completion.wits.raw,completion.wits.raw,time,data.analaog input 6,float,-3869.14
corva#completion.wits.raw,completion.wits.raw,time,data.analaog input 7,float,-3862.69
corva#completion.wits.raw,completion.wits.raw,time,data.analaog input 8,float,-3863.18
corva#completion.wits.raw,completion.wits.raw,time,data.chem van 2 hvfr,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.proppant_1_mass,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.scale_inhibitor,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.chem van 6 accel,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.friction_reducer,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.surf press [ann],float,-8.05
corva#completion.wits.raw,completion.wits.raw,time,data.surf press [csg],float,-3849.84
corva#completion.wits.raw,completion.wits.raw,time,data.blender dry add 1,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.blender dry add 2,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.chem van 3 xl 201,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.chem van 4 xl 201,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.chem van 5 buffer,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.chem van 7 buffer,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.hydration 1 gel 1,float,2.37
corva#completion.wits.raw,completion.wits.raw,time,data.hydration 1 gel 2,float,2.92
corva#completion.wits.raw,completion.wits.raw,time,data.hydration 2 gel 1,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.hydration 2 gel 2,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.pump strokes rate,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.wellhead_pressure,float,-12.6
corva#completion.wits.raw,completion.wits.raw,time,data.clean_flow_rate_in,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.slurry_flow_rate_in,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.total_clean_volume_in,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.total_slurry_volume_in,int,0
corva#completion.wits.raw,completion.wits.raw,time,data.proppant_1_concentration,int,0
corva#completion.wits.raw,completion.wits.raw,time,version,int,1
corva#completion.wits.raw,completion.wits.raw,time,asset_id,int,15236
corva#completion.wits.raw,completion.wits.raw,time,provider,str,'corva'
corva#completion.wits.raw,completion.wits.raw,time,timestamp,int,1536944208
corva#completion.wits.raw,completion.wits.raw,time,collection,str,'completion.wits.raw'
corva#completion.wits.raw,completion.wits.raw,time,company_id,int,5
corva#completion.wits.raw,completion.wits.raw,time,stage_number,int,2
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,_id,str,'5e1d5c82ca06904e95fa1b68'
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data,dict,object
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max,dict,object
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.gel,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.acid,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.biocide,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.divertor,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.timestamp,int,1536944217
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.emulsifier,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.fluid_loss,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.powder_gel,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.surfactant,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.accelerator,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.anti_sludge,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.cross_linker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.elapsed_time,int,9
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.iron_control,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.ploymer_plug,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.acid_retarder,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.acid_inhibitor,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.enzyme_breaker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.liquid_breaker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.mutual_solvent,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.non_emulsifier,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.powder_breaker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.clay_stabilizer,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.fines_suspender,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.proppant_1_mass,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.proppant_2_mass,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.scale_inhibitor,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.friction_reducer,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.oxygen_scavenger,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.paraffin_control,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.wellhead_pressure,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.clean_flow_rate_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.ph_adjusting_agent,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.corrosion_inhibitor,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.delayed_crosslinker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.instant_crosslinker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.slurry_flow_rate_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.total_proppant_mass,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.hydrostatic_pressure,float,3992.064281011832
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.powder_enzyme_breaker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.total_clean_volume_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.total_chemical_rate_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.total_slurry_volume_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.powder_friction_reducer,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.proppant_1_concentration,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.proppant_2_concentration,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.inverse_hydrostatic_pressure,float,0.00025049696838712706
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.total_proppant_concentration,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.max.bottomhole_proppant_concentration,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min,dict,object
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.gel,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.acid,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.biocide,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.divertor,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.timestamp,int,1536944208
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.emulsifier,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.fluid_loss,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.powder_gel,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.surfactant,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.accelerator,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.anti_sludge,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.cross_linker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.elapsed_time,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.iron_control,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.ploymer_plug,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.acid_retarder,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.acid_inhibitor,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.enzyme_breaker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.liquid_breaker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.mutual_solvent,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.non_emulsifier,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.powder_breaker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.clay_stabilizer,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.fines_suspender,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.proppant_1_mass,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.proppant_2_mass,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.scale_inhibitor,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.friction_reducer,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.oxygen_scavenger,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.paraffin_control,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.wellhead_pressure,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.clean_flow_rate_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.ph_adjusting_agent,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.corrosion_inhibitor,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.delayed_crosslinker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.instant_crosslinker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.slurry_flow_rate_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.total_proppant_mass,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.hydrostatic_pressure,float,3992.064281011832
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.powder_enzyme_breaker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.total_clean_volume_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.total_chemical_rate_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.total_slurry_volume_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.powder_friction_reducer,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.proppant_1_concentration,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.proppant_2_concentration,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.inverse_hydrostatic_pressure,float,0.00025049696838712706
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.total_proppant_concentration,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.min.bottomhole_proppant_concentration,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean,dict,object
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.gel,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.acid,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.biocide,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.divertor,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.timestamp,float,1536944212.5
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.emulsifier,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.fluid_loss,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.powder_gel,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.surfactant,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.accelerator,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.anti_sludge,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.cross_linker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.elapsed_time,float,4.5
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.iron_control,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.ploymer_plug,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.acid_retarder,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.acid_inhibitor,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.enzyme_breaker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.liquid_breaker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.mutual_solvent,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.non_emulsifier,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.powder_breaker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.clay_stabilizer,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.fines_suspender,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.proppant_1_mass,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.proppant_2_mass,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.scale_inhibitor,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.friction_reducer,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.oxygen_scavenger,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.paraffin_control,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.wellhead_pressure,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.clean_flow_rate_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.ph_adjusting_agent,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.corrosion_inhibitor,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.delayed_crosslinker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.instant_crosslinker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.slurry_flow_rate_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.total_proppant_mass,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.hydrostatic_pressure,float,3992.064281011832
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.powder_enzyme_breaker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.total_clean_volume_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.total_chemical_rate_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.total_slurry_volume_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.powder_friction_reducer,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.proppant_1_concentration,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.proppant_2_concentration,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.inverse_hydrostatic_pressure,float,0.0002504969683871271
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.total_proppant_concentration,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.mean.bottomhole_proppant_concentration,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median,dict,object
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.gel,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.acid,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.biocide,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.divertor,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.timestamp,float,1536944212.5
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.emulsifier,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.fluid_loss,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.powder_gel,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.surfactant,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.accelerator,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.anti_sludge,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.cross_linker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.elapsed_time,float,4.5
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.iron_control,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.ploymer_plug,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.acid_retarder,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.acid_inhibitor,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.enzyme_breaker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.liquid_breaker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.mutual_solvent,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.non_emulsifier,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.powder_breaker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.clay_stabilizer,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.fines_suspender,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.proppant_1_mass,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.proppant_2_mass,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.scale_inhibitor,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.friction_reducer,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.oxygen_scavenger,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.paraffin_control,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.wellhead_pressure,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.clean_flow_rate_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.ph_adjusting_agent,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.corrosion_inhibitor,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.delayed_crosslinker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.instant_crosslinker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.slurry_flow_rate_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.total_proppant_mass,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.hydrostatic_pressure,float,3992.064281011832
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.powder_enzyme_breaker,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.total_clean_volume_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.total_chemical_rate_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.total_slurry_volume_in,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.powder_friction_reducer,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.proppant_1_concentration,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.proppant_2_concentration,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.inverse_hydrostatic_pressure,float,0.00025049696838712706
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.total_proppant_concentration,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.median.bottomhole_proppant_concentration,int,0
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.end_timestamp,int,1536944217
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,data.start_timestamp,int,1536944208
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,version,int,1
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,asset_id,int,15236
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,provider,str,'corva'
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,timestamp,int,1536944217
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,collection,str,'completion.wits.summary-10s'
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,company_id,int,5
corva#completion.wits.summary-10s,completion.wits.summary-10s,time,stage_number,int,2
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,_id,str,'5e1d5c837eac484f4a0d34d5'
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data,dict,object
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max,dict,object
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.gel,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.acid,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.biocide,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.divertor,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.timestamp,int,1536944267
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.emulsifier,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.fluid_loss,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.powder_gel,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.surfactant,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.accelerator,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.anti_sludge,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.cross_linker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.elapsed_time,int,59
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.iron_control,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.ploymer_plug,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.acid_retarder,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.acid_inhibitor,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.enzyme_breaker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.liquid_breaker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.mutual_solvent,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.non_emulsifier,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.powder_breaker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.clay_stabilizer,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.fines_suspender,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.proppant_1_mass,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.proppant_2_mass,int,0
